1000 200000
596 845 743
174 621 151
937 125 329
169 974 674
533 593 8
329 980 329
285 689 350
768 148 728
655 174 142
318 819 237
728 165 942
277 211 552
761 917 797
692 680 800
319 597 206
224 277 805
173 783 832
642 897 353
876 528 38
15 248 853
375 76 725
830 843 603
31 932 69
135 664 478
170 593 529
565 838 850
98 734 419
576 618 813
644 696 735
599 952 528
5 514 28
699 195 796
591 612 988
875 131 769
816 78 483
838 893 339
665 269 768
476 532 154
225 66 522
396 338 565
462 103 804
38 537 231
578 628 61
799 727 940
934 734 888
31 538 396
158 700 681
809 593 811
982 731 1
643 406 641
545 402 61
280 625 690
153 170 871
727 856 842
620 944 906
7 280 967
558 838 243
687 768 568
104 661 537
684 332 949
25 521 441
241 367 59
316 183 801
159 788 482
885 574 313
520 751 651
642 43 358
12 103 774
230 348 120
224 135 494
364 292 336
994 900 476
466 397 784
443 216 362
764 667 100
242 551 465
249 202 1000
177 373 305
631 978 393
801 777 718
433 456 443
991 68 990
125 205 633
513 475 777
829 797 72
818 387 595
264 925 748
635 706 581
694 613 442
408 759 301
137 164 453
494 236 773
664 625 129
596 846 661
523 776 329
845 901 109
238 900 278
19 904 781
675 765 538
475 917 87
159 740 290
213 80 832
929 838 118
550 787 417
185 385 729
711 509 411
549 151 174
794 376 218
420 514 666
59 151 552
727 999 305
241 738 616
846 939 808
423 711 814
835 532 955
140 734 15
909 169 532
867 863 415
865 589 788
332 141 293
106 132 897
900 226 202
301 793 367
716 805 723
230 989 408
46 59 155
281 383 361
419 85 589
819 969 333
46 564 340
121 466 827
75 316 794
794 401 6
431 183 643
246 2 997
140 483 513
785 212 381
429 476 448
89 738 403
337 414 686
803 582 277
623 49 84
793 299 338
596 342 981
993 799 992
948 519 80
894 353 613
987 510 265
89 975 530
947 556 239
168 877 708
378 73 139
828 631 318
340 366 775
367 131 651
875 701 227
15 94 192
774 797 933
354 766 853
457 282 119
262 360 266
60 165 202
343 863 874
715 785 879
369 537 340
958 432 179
634 541 939
796 359 560
767 591 783
376 773 932
783 705 178
334 443 222
470 105 896
409 749 141
237 189 947
908 452 435
591 290 58
827 469 740
646 413 733
672 969 393
279 932 766
784 329 79
303 237 159
995 106 401
422 511 448
469 82 882
830 177 905
151 284 452
812 25 444
63 556 120
459 102 663
464 168 134
256 363 301
101 509 223
264 61 332
697 405 853
980 34 120
383 672 223
606 123 839
898 109 658
24 277 857
380 101 54
373 851 613
583 356 167
145 742 757
557 973 763
408 258 7
562 652 183
853 878 570
879 943 787
767 13 607
714 566 236
617 581 813
201 118 904
144 117 546
536 559 258
808 733 347
964 885 407
887 723 422
513 185 250
766 962 782
250 156 145
66 886 705
603 611 187
692 844 529
847 949 688
784 33 615
211 192 137
16 347 308
7 412 234
309 541 100
430 416 852
60 837 42
43 423 340
147 290 600
231 151 574
60 84 756
597 299 153
990 63 790
488 640 208
260 403 326
881 249 378
844 912 191
199 959 216
531 556 402
529 498 557
491 782 436
493 306 182
996 122 516
886 221 374
950 898 518
394 660 141
116 133 658
91 317 444
983 616 613
602 845 402
17 683 439
802 658 603
688 136 40
873 564 71
265 252 951
341 964 289
256 913 973
770 305 296
583 599 723
846 94 963
589 657 522
964 642 50
862 288 976
301 495 62
144 626 718
936 385 91
366 907 519
388 876 65
938 383 207
518 144 627
554 305 765
991 635 127
366 585 984
122 293 340
19 758 99
976 802 588
895 311 781
14 470 36
232 368 635
1 368 206
302 683 424
644 490 423
468 213 789
26 613 871
448 696 422
495 657 273
584 809 113
16 301 550
513 991 514
298 564 125
484 407 936
886 330 662
98 672 358
926 395 90
68 495 811
51 934 441
283 783 693
89 803 185
982 965 238
541 231 264
601 74 635
439 724 522
942 124 923
658 313 264
810 687 851
980 290 60
439 957 927
749 48 502
23 485 546
696 53 196
724 672 745
878 196 448
629 850 380
879 397 366
271 58 104
769 576 156
68 324 397
896 340 430
406 479 261
849 166 519
509 715 32
652 811 268
947 343 492
363 696 325
378 100 237
55 553 523
46 808 88
877 393 27
458 307 69
443 183 873
469 730 923
864 30 998
535 694 233
288 771 197
506 552 762
941 406 42
196 543 562
756 52 359
636 264 988
21 819 681
879 983 340
437 747 118
434 35 357
888 351 845
149 727 927
711 644 159
768 429 845
2 528 601
878 18 126
108 752 207
535 71 699
182 934 891
903 128 885
309 949 366
824 211 852
507 475 765
982 583 26
204 688 163
389 530 994
243 216 214
19 417 677
576 740 4
328 33 988
525 955 793
295 995 6
71 842 512
822 357 459
647 577 543
215 454 317
376 613 107
945 704 140
834 367 919
863 639 239
774 347 696
72 871 271
967 921 595
221 216 404
939 740 968
638 326 720
823 222 970
316 913 603
765 514 480
380 767 413
952 54 391
646 27 789
298 143 791
128 519 663
790 542 502
809 85 8
583 59 738
798 479 142
938 576 50
657 324 409
426 16 718
336 521 668
106 855 930
137 823 339
214 315 735
820 199 468
330 185 138
905 397 755
670 340 361
830 138 887
680 245 30
285 141 616
771 299 674
175 857 562
498 866 28
30 207 471
586 442 689
931 68 153
83 531 249
337 455 908
987 863 199
868 302 148
939 792 921
743 306 556
817 949 913
751 211 13
524 927 744
168 971 749
64 48 580
107 32 491
463 708 211
477 638 780
733 402 753
281 915 524
153 372 843
943 451 731
180 215 897
935 209 673
41 412 384
870 570 285
629 171 167
224 725 143
69 507 547
642 667 861
896 8 665
710 366 569
484 694 439
567 711 693
390 730 5
10 837 89
585 72 384
298 939 450
677 428 985
676 285 21
409 137 852
402 920 979
274 234 247
347 797 395
587 561 730
968 450 810
909 970 947
85 215 426
429 398 380
759 844 289
335 141 157
59 278 972
42 24 24
462 493 596
672 36 372
120 166 687
294 344 420
310 130 244
61 688 759
652 233 542
739 628 991
794 48 749
9 1 845
664 445 812
198 734 632
629 994 688
417 530 722
853 984 634
653 210 751
393 80 729
430 816 166
509 111 726
172 146 122
716 257 28
623 713 596
721 878 428
155 114 799
667 779 903
243 110 637
385 70 661
318 456 748
743 879 643
870 13 977
318 523 485
400 989 558
533 181 876
40 525 780
11 416 409
525 631 165
885 463 547
562 26 491
337 556 137
697 170 248
635 228 34
692 770 693
88 103 123
715 963 375
295 908 612
516 30 115
584 80 21
49 791 438
448 802 843
406 888 381
709 217 899
249 672 468
454 774 419
806 396 640
231 695 577
6 130 161
776 416 176
611 104 208
1 282 491
664 175 689
210 654 591
768 851 86
346 212 322
840 21 997
719 286 927
232 172 187
520 6 8
564 117 764
485 377 972
790 749 825
746 538 123
642 800 10
935 384 478
587 552 275
314 761 890
246 40 807
262 533 585
316 596 649
953 474 807
337 548 144
527 7 974
112 216 978
778 730 282
776 392 308
336 122 318
25 727 187
844 91 86
520 91 997
384 807 940
175 461 101
910 625 878
715 587 45
26 637 772
457 427 370
669 137 872
550 25 991
536 705 987
362 724 417
585 825 826
279 706 4
869 805 879
844 953 580
429 261 436
306 312 576
712 855 414
930 747 541
905 915 770
577 562 659
501 127 370
702 536 571
118 198 835
954 953 834
345 886 962
639 78 148
107 529 399
306 90 590
802 776 417
202 928 677
611 490 276
189 103 617
932 987 585
551 675 811
508 165 206
471 427 982
462 666 749
313 333 808
990 411 717
519 419 442
357 165 254
782 470 493
844 782 912
488 701 728
356 35 684
861 864 181
129 937 305
115 466 835
128 241 128
545 111 601
448 490 146
991 895 585
672 423 891
132 336 994
343 580 885
809 306 488
19 101 621
315 647 567
791 582 949
24 485 5
707 840 435
542 596 927
215 627 233
287 548 511
392 737 989
612 365 697
35 769 193
281 544 959
313 716 744
88 100 808
80 23 636
413 167 425
398 27 342
194 440 166
946 714 357
117 778 293
813 230 93
728 575 906
95 799 514
840 451 899
271 673 11
646 598 450
556 988 264
788 918 722
22 72 499
316 346 250
657 761 701
484 701 929
16 447 855
246 305 813
835 947 61
867 187 150
2 502 701
396 778 240
760 460 173
981 273 942
916 462 890
450 521 197
235 714 83
125 641 695
147 722 254
799 644 192
310 528 914
582 824 216
73 145 711
284 950 592
983 282 787
631 507 121
196 79 324
814 383 112
380 877 747
297 903 589
532 61 476
641 675 172
335 711 55
38 388 268
766 838 453
856 293 767
475 444 705
920 375 233
484 815 848
747 426 183
933 901 687
563 609 208
495 91 462
994 976 97
90 669 93
371 589 166
455 724 980
774 841 747
186 655 23
776 596 70
261 370 657
739 548 357
718 922 559
702 178 691
969 31 24
935 793 357
224 313 596
280 507 759
625 333 952
691 393 628
213 730 868
68 88 557
155 338 841
895 77 713
321 931 936
328 348 411
939 995 888
706 391 842
395 732 687
966 6 445
6 987 764
621 863 142
523 187 444
735 130 278
592 159 896
893 661 599
305 269 329
67 652 238
996 65 333
464 446 537
162 843 621
729 881 653
882 609 417
75 116 923
664 322 672
890 203 403
382 670 591
197 622 89
443 251 681
414 814 115
378 685 897
375 529 894
18 165 595
857 448 725
839 509 278
850 399 592
261 128 706
483 880 104
750 771 753
105 317 151
356 213 214
202 288 372
128 914 795
651 985 181
187 457 917
626 129 195
330 666 731
598 551 701
200 461 767
909 370 882
362 300 492
257 273 719
958 811 888
626 726 876
455 277 290
998 19 417
246 875 737
288 983 590
957 528 679
522 946 463
493 741 668
954 183 355
622 983 843
122 871 267
336 167 677
957 415 909
403 796 182
793 953 4
353 340 959
958 574 461
718 368 797
752 666 836
634 241 65
87 216 187
921 786 145
346 599 6
894 108 434
896 219 953
329 418 952
774 217 579
720 3 196
575 383 387
677 443 873
36 301 224
653 229 830
402 448 259
48 91 537
628 294 167
647 907 672
440 738 706
604 136 968
762 74 874
262 481 591
927 78 507
197 640 932
589 55 117
413 144 444
223 38 227
844 638 902
114 18 557
318 35 448
281 20 412
173 136 977
327 33 845
956 626 620
239 615 831
673 740 51
202 483 748
157 628 402
541 991 324
946 561 807
849 692 214
474 249 508
271 266 460
948 508 911
689 387 560
481 399 903
819 330 357
398 525 818
574 960 405
61 428 925
807 589 484
999 502 601
485 262 585
144 328 380
515 474 241
570 267 610
185 305 116
293 402 723
734 764 542
693 359 899
633 879 263
840 686 912
353 369 807
239 897 50
26 685 408
407 683 20
367 783 158
290 582 687
754 449 783
796 307 941
622 676 712
550 360 967
363 153 503
770 867 642
337 341 37
427 753 379
681 381 389
59 569 780
681 306 860
435 108 792
86 959 934
294 290 962
499 480 166
203 826 344
926 842 867
551 716 734
458 763 191
918 776 748
166 119 693
283 263 237
481 674 119
775 891 355
756 265 33
569 179 225
86 602 463
565 269 297
393 212 842
86 727 449
857 61 164
705 847 9
281 586 853
548 961 713
946 67 351
350 531 464
821 55 568
136 216 752
721 50 131
81 991 922
901 814 199
583 699 133
114 267 243
231 321 455
442 919 6
16 338 42
912 684 95
147 21 549
283 401 882
156 103 925
871 741 405
905 68 238
53 478 812
344 79 772
269 378 115
746 916 940
113 817 83
786 686 874
858 809 288
255 962 560
309 486 393
378 800 766
958 220 732
835 514 329
14 824 336
13 168 777
862 941 876
39 692 825
107 469 697
590 992 365
815 385 909
293 574 560
576 403 135
845 943 440
805 425 88
697 251 379
352 110 317
139 898 831
376 60 745
963 782 714
620 823 624
698 546 564
751 952 744
759 936 950
87 27 887
953 708 429
664 20 14
285 528 84
142 628 851
385 411 415
560 571 23
908 702 882
719 695 399
809 71 341
523 765 176
600 48 693
491 817 713
430 422 877
211 856 887
118 581 291
449 470 495
91 48 437
643 906 958
648 603 465
17 593 35
185 627 557
59 917 441
32 510 885
264 556 761
328 247 962
125 682 376
523 431 808
993 223 117
596 507 639
697 819 926
995 906 85
411 788 810
289 595 300
320 225 626
984 511 862
664 706 260
883 476 673
274 796 100
646 739 75
732 745 382
844 871 950
662 252 442
447 689 791
16 466 987
520 97 267
854 925 773
161 794 10
737 882 884
846 936 715
440 985 219
888 232 251
819 652 614
411 714 766
15 851 447
71 741 327
938 905 644
791 481 515
266 126 588
53 887 892
265 714 462
42 398 92
154 925 96
612 997 453
437 153 7
549 531 567
247 213 667
32 897 492
111 855 175
248 518 937
697 467 907
285 134 58
156 186 703
417 983 130
905 697 957
742 795 488
867 188 758
643 545 53
254 118 451
165 199 214
122 554 458
23 820 926
131 167 735
158 37 789
422 861 522
26 64 993
971 303 170
37 302 653
114 29 600
765 472 208
371 271 840
522 637 413
517 460 768
951 607 636
825 298 33
854 593 503
68 107 396
584 131 30
542 386 266
44 506 299
28 876 57
629 386 795
785 936 880
176 921 152
673 216 33
321 559 985
730 126 823
83 881 821
936 794 580
215 840 799
896 543 917
614 148 565
294 185 72
200 228 324
473 140 227
927 452 777
212 3 38
400 123 601
619 68 47
158 856 161
857 940 391
772 835 821
283 370 96
492 356 632
812 333 478
693 243 35
199 413 167
835 593 435
95 653 393
222 892 912
948 600 862
672 230 827
140 173 838
670 469 698
640 524 371
873 494 803
312 567 63
274 275 106
880 699 764
13 957 125
348 310 359
209 97 930
684 75 200
315 534 675
660 269 728
261 728 340
930 842 62
98 527 517
160 532 547
888 551 144
124 683 944
195 135 355
834 263 288
540 242 172
169 653 40
733 542 762
106 184 836
550 47 680
61 592 909
250 423 684
573 350 178
669 286 233
499 574 191
914 214 157
374 806 433
361 452 328
158 903 24
776 555 833
48 993 949
113 627 900
684 846 870
451 236 690
816 346 708
439 746 617
512 359 274
492 602 376
450 892 328
210 206 179
435 854 754
32 926 629
323 508 547
635 39 947
901 349 663
115 272 541
278 571 737
438 427 499
597 842 888
823 26 309
278 536 271
975 89 259
392 388 531
210 229 879
97 338 657
431 43 35
469 401 458
102 637 864
979 573 200
743 725 771
615 431 28
249 858 52
285 269 368
786 205 95
5 162 969
809 601 621
731 440 50
889 157 690
747 833 755
812 708 45
742 271 612
708 556 198
292 624 930
528 629 641
953 801 503
113 475 146
46 975 808
700 370 935
56 539 159
92 641 279
751 432 447
275 475 76
260 991 569
216 587 705
693 346 981
496 955 33
319 2 845
868 985 196
179 634 375
980 865 633
840 30 569
985 608 535
696 917 281
838 239 775
592 532 415
661 370 446
865 204 868
190 115 34
960 149 410
920 367 383
763 807 834
819 841 422
224 498 694
22 398 553
801 151 927
996 121 182
695 919 262
426 660 955
955 814 652
309 804 263
1 883 379
232 31 975
486 979 922
600 961 315
461 482 650
811 446 152
629 475 802
107 204 811
757 537 543
589 864 601
236 340 93
324 384 283
399 202 197
280 670 949
728 639 246
234 778 356
29 677 588
509 115 157
244 911 156
854 206 56
77 721 607
201 685 773
312 612 640
229 463 695
509 63 454
451 27 270
85 999 480
282 664 563
665 703 353
813 159 400
237 933 888
37 416 179
706 656 858
502 8 507
704 832 59
218 30 189
936 982 923
340 123 556
323 685 884
628 156 626
822 652 793
973 611 246
156 189 820
160 800 867
551 193 681
634 977 939
933 669 766
476 920 448
205 295 529
465 35 517
890 572 604
104 69 303
809 268 123
566 545 754
235 608 556
82 625 894
259 464 446
684 65 825
215 152 115
750 401 946
374 493 112
768 243 774
134 729 622
481 659 580
788 162 347
319 269 773
952 863 911
527 797 774
254 131 839
341 962 866
547 805 944
790 618 932
670 401 177
101 828 409
630 665 402
990 729 63
292 712 693
678 758 376
831 875 526
136 613 661
109 358 489
209 88 454
821 284 109
503 75 697
467 267 217
410 267 850
760 265 90
188 69 890
334 184 481
864 573 651
810 158 189
429 585 232
67 324 854
739 926 438
78 13 535
573 271 540
167 38 404
592 928 150
159 946 868
228 446 347
229 909 845
119 783 839
529 999 481
182 294 333
107 10 416
536 648 484
545 982 765
845 654 104
563 635 61
943 812 662
365 828 899
370 115 641
274 792 791
576 636 100
217 128 387
653 736 166
157 413 520
692 163 184
73 592 581
597 823 348
293 652 825
741 769 444
60 999 915
479 959 100
833 141 220
902 856 132
724 479 613
861 653 634
230 413 271
83 661 991
1 897 646
626 506 374
494 50 485
832 600 306
73 863 844
574 879 141
788 297 763
941 235 978
109 892 333
172 536 229
300 809 23
595 60 128
488 420 493
325 945 36
841 693 640
757 410 1
127 996 243
351 114 739
141 332 959
726 732 676
685 528 7
121 721 131
942 92 635
425 729 732
770 108 70
780 741 501
637 924 736
9 147 505
370 850 644
621 783 468
249 694 343
990 18 71
983 486 437
873 188 719
506 20 806
128 692 371
281 693 907
392 8 814
670 533 32
627 536 543
543 755 200
366 460 478
241 754 836
410 464 581
215 222 749
153 310 956
424 396 835
167 531 890
560 141 902
714 198 628
401 959 30
34 110 354
75 653 562
266 72 534
975 780 815
346 457 391
48 431 396
131 764 906
471 865 90
338 190 764
221 152 87
556 635 430
41 666 864
134 561 125
749 728 7
447 59 961
772 49 942
176 473 510
142 370 511
454 649 415
441 917 266
755 652 504
632 620 609
883 444 336
189 778 163
440 37 433
596 998 875
26 894 942
668 427 780
872 41 491
393 75 745
465 64 463
938 925 370
121 247 429
920 953 753
615 294 273
866 170 819
777 872 999
642 857 300
536 70 601
260 702 223
426 984 262
697 323 729
95 868 608
55 356 171
850 733 769
293 685 99
390 479 425
930 949 631
372 8 277
739 781 492
665 6 985
157 432 310
823 628 309
459 85 687
104 942 25
543 382 995
240 203 957
944 731 535
864 297 341
307 310 170
826 861 192
326 687 610
365 486 303
154 381 840
628 898 447
899 876 290
792 327 280
891 538 343
238 11 590
403 420 55
268 10 354
910 145 868
279 120 100
680 871 533
736 180 815
664 97 807
268 495 365
472 178 118
873 443 98
936 241 711
13 408 153
159 6 651
645 105 331
127 678 455
746 668 899
965 878 668
329 62 695
950 825 287
681 673 408
906 111 469
758 797 987
709 103 134
55 655 75
274 439 1000
264 596 587
119 729 908
726 741 745
961 237 977
766 818 573
565 385 568
972 568 685
400 444 464
75 563 661
440 608 307
703 297 901
483 390 289
150 845 532
994 374 421
875 322 650
327 719 619
596 380 699
735 356 448
525 63 118
315 738 638
515 755 503
990 16 268
690 199 574
566 664 650
888 669 850
845 666 289
968 234 590
501 627 82
986 831 713
12 188 761
819 491 751
335 833 913
959 493 510
741 155 692
421 650 788
73 770 440
435 526 598
753 164 556
809 415 959
450 829 642
774 62 272
453 290 417
852 550 943
658 588 959
108 681 60
937 320 993
534 943 303
53 169 275
267 135 324
261 245 144
531 709 959
576 817 817
239 635 707
520 308 552
78 216 961
34 275 262
441 332 587
984 440 596
325 684 11
103 775 115
129 124 164
112 949 630
474 397 559
494 610 63
901 995 696
911 542 646
406 915 180
93 102 513
434 497 167
172 804 116
784 929 494
27 175 653
712 772 123
263 567 844
442 920 482
646 187 497
133 913 309
907 227 29
920 415 644
793 344 983
401 819 660
991 760 620
209 546 107
